title,day_of_week
There Will Be No Leave Today,Saturday
The Legend of Suram Fortress,Monday
On the Double,Friday
Here Comes Peter Cottontail,Sunday
Don't Change Your Husband,Sunday
The Masseurs and a Woman,Thursday
Enthiran,Friday
The Trap: What Happened to Our Dream of Freedom,Sunday
Animal Love,Thursday
Novena,Friday
Rabbit à la Berlin,Wednesday
Circumstance,Friday
Slaughter Hotel,Saturday
Ticking Clock,Tuesday
Ghost from the Machine,Friday
Reykjavik-Rotterdam,Tuesday
Wrestling,Saturday
White of the Eye,Friday
The Boss,Thursday
Green Chair,Friday
I'm Gonna Explode,Friday
The Report,Saturday
Five,Monday
A Lizard in a Woman's Skin,Wednesday
The Oily Maniac,Saturday
Take Shelter,Friday
Genealogies of a Crime,Sunday
The Myth of the American Sleepover,Monday
That Day,Wednesday
Road to Nowhere,Wednesday
Zaat,Friday
The Music Never Stopped,Friday
The Experience,Monday
A Wedding Suit,Thursday
Le jeu de la mort,Friday
ABC Africa,Wednesday
Pigskin Parade,Friday
Songwriter,Sunday
First Love,Friday
I Dream Too Much,Friday
"One Potato, Two Potato",Wednesday
The Sheep Has Five Legs,Friday
No Rest for the Wicked,Wednesday
The Presence,Wednesday
The Caller,Friday
Small Town Girl,Friday
Monsieur Vincent,Wednesday
The Toast of New Orleans,Thursday
Captain Thunder,Friday
The Happiest Days of Your Life,Sunday
"I Am Taraneh, I Am Fifteen Years Old",Wednesday
The Grand Dukes,Wednesday
Tony Arzenta,Thursday
The Living Desert,Tuesday
Brothers at War,Friday
Salaam Cinema,Sunday
The Happiest Girl in the World,Friday
Examined Life,Friday
Wadd: The Life & Times of John C. Holmes,Thursday
Don't Deliver Us from Evil,Monday
Three Outlaw Samurai,Wednesday
Antonio Gaudí,Monday
Slumming,Friday
Real Steel,Wednesday
Devil Times Five,Friday
The Dream Catcher,Sunday
The Pleasure of Being Robbed,Friday
Cuckoo in a Dark Forest,Friday
Hotel Pacific,Thursday
The Enchanted World of Danny Kaye: The Emperor's New Clothes,Monday
Pinocchio,Saturday
Buck,Friday
Hell,Tuesday
Exit,Friday
Clara and Me,Wednesday
My Joy,Thursday
The Overbrook Brothers,Sunday
I Am My Films: A Portrait of Werner Herzog,Wednesday
Portrait Werner Herzog,Thursday
Sokkotanssi,Friday
Pilate and Others,Wednesday
The Smiling Madame Beudet,Friday
Snow,Tuesday
Father of Invention,Sunday
Quiet Flows the Don,Saturday
No Exit,Wednesday
At Sea,Friday
House by the River,Saturday
The Bullfighters,Tuesday
The Last Days of Pompeii,Wednesday
Catching Hell,Tuesday
Footloose,Thursday
The Thing,Wednesday
Lemmy,Monday
Beautiful Boy,Sunday
The Harvest (La Cosecha),Friday
Tyrannosaur,Friday
Men in the City 2,Tuesday
"O-Bi, O-Ba: The End of Civilization",Friday
The Killer Is Loose,Friday
Martha Marcy May Marlene,Friday
We Need to Talk About Kevin,Wednesday
Tabloid,Friday
The Old Fashioned Way,Friday
The River Murders,Thursday
Behind Enemy Lines II: Axis of Evil,Tuesday
Return of Django,Friday
The Three Musketeers,Wednesday
In Time,Thursday
Oranges and Sunshine,Friday
A Pain in the Ass,Tuesday
Brighton Rock,Monday
The League of Gentlemen,Tuesday
Burning Palms,Friday
Margaret,Friday
Carnage,Friday
Assassination Games,Thursday
Margin Call,Wednesday
Mystics in Bali,Thursday
God's Little Acre,Tuesday
2019: After the Fall of New York,Friday
Alaska: Silence And Solitude,Tuesday
The Frozen North,Monday
Out California Way,Sunday
Paranormal Activity 3,Wednesday
Puncture,Friday
Polisse,Thursday
A Little Bit of Heaven,Thursday
Year of the Carnivore,Friday
A Perfect Couple,Friday
The War of the Robots,Sunday
Prisoners of the Lost Universe,Monday
Bertsolari,Thursday
Blondie Knows Best,Thursday
Johnny English Reborn,Thursday
Abduction,Thursday
Beginning of the Great Revival,Saturday
This Must Be the Place,Saturday
Shame,Sunday
La Marseillaise,Wednesday
Werewolf Woman,Thursday
"Love Affair, or the Case of the Missing Switchboard Operator",Friday
11 x 14,Saturday
The True Story of Jesse James,Friday
One to Another,Friday
American Son,Tuesday
The Book of Stars,Sunday
Directed by John Ford,Wednesday
TV Junkie,Thursday
"Happy, Happy",Friday
A Screaming Man,Tuesday
A Cab for Three,Thursday
Unholy,Tuesday
Ballad of the Little Soldier,Monday
May 18,Wednesday
Nora's Will,Monday
What's Your Number?,Friday
Dream House,Friday
How to Die in Oregon,Saturday
"Suddenly, Last Winter",Tuesday
Queen of Blood,Tuesday
Radioactive Dreams,Friday
Headhunters,Thursday
Batman: Year One,Tuesday
America before Columbus,Sunday
Camouflage,Friday
Mulan: Rise of a Warrior,Thursday
Campus Radio,Saturday
Machine Gun Preacher,Friday
Miss Representation,Thursday
Answer This!,Thursday
The Doll,Thursday
Anonymous,Friday
Mr. Nice,Thursday
Hella W,Saturday
The Carpenter,Saturday
The Veteran,Friday
The Gold of Naples,Friday
Crashing,Monday
A Loving Father,Wednesday
End of the Game,Sunday
Gone to Earth,Monday
Black Cadillac,Wednesday
Colorado Avenue,Friday
A Sunday in Hell: Paris-Roubaix,Friday
Doc,Sunday
Al Franken - God Spoke,Sunday
Bone,Saturday
Hamlet,Sunday
"China 9, Liberty 37",Friday
Tower Heist,Wednesday
J. Edgar,Wednesday
Sometimes They Come Back,Tuesday
The Double,Thursday
Cherry Crush,Friday
WUSA,Wednesday
The Adventures of Tintin,Tuesday
Operation Mad Ball,Tuesday
The Son of No One,Friday
Undertow,Wednesday
Starsuckers,Wednesday
White on Rice,Sunday
The Minister,Wednesday
The Heroic Ones,Friday
Tomboy,Wednesday
Glasses,Saturday
See How They Fall,Wednesday
Actresses,Saturday
Cobra Woman,Friday
Pompeii: The Mystery of the People Frozen in Time,Wednesday
Capricious Summer,Friday
Bandwagon,Monday
Flower & Garnet,Monday
Loft,Friday
Lavatory Lovestory,Tuesday
The Fall of the House of Usher,Thursday
Woman Obsessed,Wednesday
The Heirloom,Thursday
George Harrison: Living in the Material World,Wednesday
Hugo,Tuesday
Higher Ground,Friday
Trespass,Thursday
Savage Streets,Thursday
The Dark House,Friday
Street Scene,Saturday
The Last Real Men,Tuesday
Election Day,Saturday
Immortals,Thursday
Jack and Jill,Friday
Take Out,Thursday
Chesty: A Tribute to a Legend,Sunday
The People vs. George Lucas,Sunday
Mahjong,Saturday
Eerie Tales,Wednesday
Progression,Thursday
Rage,Thursday
The Devil's Double,Friday
Setup,Friday
House of Tolerance,Tuesday
Dreileben: Beats Being Dead,Wednesday
The Deep Blue Sea,Sunday
Killer,Thursday
My Mother and Her Guest,Saturday
11-11-11,Friday
Into the Abyss,Friday
"Oslo, August 31st",Wednesday
Paper Soldier,Thursday
The Nada Gang,Thursday
Whatever Lola wants,Tuesday
Daffy Duck's Movie: Fantastic Island,Friday
Westward Ho,Monday
The Last Mountain,Friday
Sasha,Thursday
I Want to Be a Soldier,Thursday
Another Happy Day,Friday
The Big Hangover,Friday
Shaolin,Thursday
Fright,Friday
The Story of Mankind,Friday
Wichita,Sunday
Wuthering Heights,Monday
From Beyond the Grave,Saturday
LennoNYC,Saturday
The River Why,Friday
Cherry,Saturday
The Bat Man,Friday
Batman and Robin,Thursday
Bluebeard,Friday
Espion(s),Wednesday
Good Morning Miss Dove,Wednesday
The Late George Apley,Wednesday
Million Dollar Legs,Friday
The Great Flamarion,Sunday
The Descendants,Friday
Like Crazy,Friday
The Muppets,Tuesday
The White Dragon,Thursday
The Twilight Saga: Breaking Dawn - Part 1,Tuesday
The Circle of Deceit,Thursday
Figures in a Landscape,Saturday
Barocco,Wednesday
Blown Away,Thursday
War Horse,Sunday
The Rum Diary,Thursday
My Week with Marilyn,Monday
Stanley and Livingstone,Friday
Making Plans for Lena,Wednesday
The Uninvited,Tuesday
Moonlight and Cactus,Friday
An Inconvenient Tax,Friday
Easier with Practice,Friday
I Was an Adventuress,Friday
Safe in Hell,Saturday
Three Days,Friday
À l'aventure,Friday
The Criminal,Tuesday
The Wedding Director,Friday
Weekend,Thursday
Sur,Friday
The Bridge to Nowhere,Monday
The Iron Rose,Thursday
Silvestre,Thursday
Echoes of the Rainbow,Sunday
Beijing Taxi,Saturday
"Lebanon, Pa.",Friday
Hollywood Party,Friday
The Constant Nymph,Wednesday
Cyclomania,Monday
My Flesh My Blood,Friday
Lifted,Thursday
Living Will...,Tuesday
Singham,Friday
Shanghai,Thursday
Milky Way,Tuesday
The Silence Before Bach,Friday
Chandni Chowk To China,Friday
Stage Struck,Saturday
Faat Kiné,Sunday
Hipsters,Thursday
Another Cinderella Story,Tuesday
The Plough and the Stars,Saturday
True Blue,Friday
Bunraku,Wednesday
The Lonely Passion of Judith Hearne,Wednesday
The Little Colonel,Friday
Gantz: Perfect Answer,Saturday
Sarah's Key,Thursday
Bigga Than Ben,Tuesday
The Tree,Sunday
Xtro,Monday
Waiting for Happiness,Sunday
Applause,Thursday
The Sitter,Friday
Extremely Loud & Incredibly Close,Saturday
Time Bomb,Thursday
Hanussen,Friday
The Gruffalo,Friday
Play the Game,Saturday
The 12 Dogs of Christmas,Tuesday
Asterix and the Big Fight,Tuesday
Asterix Conquers America,Tuesday
Asterix and the Vikings,Wednesday
Sing Your Song,Friday
Rings on Her Fingers,Friday
Rampart,Wednesday
Happy Feet Two,Thursday
Angel,Saturday
HealtH,Friday
Amore,Saturday
That Cold Day in the Park,Sunday
Arthur Christmas,Tuesday
Miss Bala,Sunday
Wind Across the Everglades,Thursday
Red Line 7000,Tuesday
99 and 44/100% Dead,Thursday
The Suspect,Friday
12 Days of Terror,Tuesday
A Midsummer Night's Dream,Monday
Getting to Know You,Friday
Run for Cover,Friday
Accidents Happen,Thursday
The Perfect Game,Thursday
Elephant White,Tuesday
Violet & Daisy,Thursday
Flypaper,Friday
Bullet to the Head,Thursday
The Expendables 2,Wednesday
The Snowman,Sunday
Sharktopus,Saturday
Bathing Beauty,Saturday
What Price Glory,Tuesday
The Hunger Games,Monday
Blind Justice,Sunday
Womb,Thursday
Fire of Conscience,Thursday
The Goddess,Monday
Intimate Lighting,Thursday
Sweeney Todd: The Demon Barber of Fleet Street,Sunday
The Death King,Thursday
The Dark Knight Rises,Monday
Hovering Over the Water,Thursday
Dacii,Wednesday
The Bourne Legacy,Wednesday
"Don't Worry, I'm Fine",Wednesday
I Melt with You,Friday
Sherlock Holmes: A Game of Shadows,Tuesday
Life in a Day,Thursday
Evidence of Blood,Monday
The Cost of Living,Wednesday
Flamenco,Friday
A Funny Man,Thursday
Judex,Saturday
Wild Animals,Saturday
Moonlight Whispers,Saturday
Coriolanus,Monday
Americano,Wednesday
Stagecoach,Thursday
Angelus,Friday
The Forty-First,Monday
Macon County Line,Tuesday
Gitmek: My Marlon and Brando,Friday
Prom Night in Mississippi,Thursday
This Is Not a Film,Tuesday
Carmen Comes Home,Wednesday
Outside Satan,Wednesday
The Student,Thursday
Shit Year,Saturday
Toronto Stories,Tuesday
Backstage,Wednesday
Better Things,Saturday
A New Life,Wednesday
"Why Are the Bells Ringing, Mitica?",Saturday
Young Adult,Friday
Mr. Bones 2: Back from the Past,Thursday
Faces in the Crowd,Tuesday
New Year's Eve,Thursday
Mission: Impossible - Ghost Protocol,Wednesday
G.I. Joe: The Revenge of Cobra,Monday
We Bought a Zoo,Thursday
April in Paris,Wednesday
The Girl with the Dragon Tattoo,Wednesday
The Darkest Hour,Thursday
Picture Me,Sunday
Last Holiday,Monday
Alvin and the Chipmunks: Chipwrecked,Wednesday
Albert Nobbs,Wednesday
Julia's Eyes,Friday
Metrobranding,Sunday
Salvation Boulevard,Friday
Friends with Kids,Friday
The Girl in the Red Velvet Swing,Saturday
Intruders,Monday
Pitfall,Thursday
In the Land of Blood and Honey,Friday
Kongo,Saturday
Shockproof,Tuesday
Boy Meets Girl,Saturday
Model Shop,Tuesday
Broken Lullaby,Sunday
The Toast of New York,Friday
Texas,Thursday
Peas at 5:30,Thursday
Today's Special,Wednesday
Brutal Beauty: Tales of the Rose City Rollers,Saturday
Sophie's Revenge,Thursday
Reagan,Monday
Santa Buddies,Thursday
The Last Lions,Friday
Machine Gun McCain,Tuesday
The Outside Man,Thursday
Private Hell 36,Friday
Territories,Tuesday
Girl Walks Into a Bar,Monday
Professor Layton and the Eternal Diva,Tuesday
Bringing Up Bobby,Friday
The Painting Sellers,Friday
On Thin Ice,Wednesday
The Chapman Report,Friday
Skyscraper Souls,Saturday
Ladies vs Ricky Bahl,Friday
Pariah,Tuesday
A Muppet Family Christmas,Wednesday
Kung Fu Panda Holiday,Friday
Tanner Hall,Monday
Newlyweds,Monday
The Devil Inside,Friday
Born To Race,Saturday
Roadie,Saturday
Contraband,Thursday
Chak De! India,Friday
Cloportes,Friday
Mantrap,Saturday
The Last Ferry,Saturday
The Cow,Wednesday
The Way South,Thursday
Local Color,Tuesday
Beneath the Darkness,Friday
Being Elmo: A Puppeteer's Journey,Friday
Idol of the Crowds,Thursday
Joyful Noise,Friday
Mi mejor enemigo,Saturday
To Die Like a Man,Tuesday
The Sea Gull,Monday
Dolphin Tale,Friday
Chico & Rita,Friday
The Iron Lady,Friday
Happy Tears,Friday
The Golden Boys,Thursday
Elena,Saturday
Aurora,Friday
With Heart & Soul,Thursday
The Conquest,Wednesday
Mad Bastards,Friday
Mr. Bug Goes to Town,Tuesday
Work in Progress,Friday
The Wild Bees,Thursday
The End of the Line,Friday
Nostalgia for the Light,Wednesday
Top Floor Left Wing,Monday
Albatross,Friday
Loosies,Wednesday
The Revenant,Sunday
The Mill and the Cross,Friday
One Trick Pony,Friday
Cat Run,Friday
Magic Christmas Tree,Saturday
The Man Next Door,Tuesday
The Divide,Sunday
Underworld: Awakening,Thursday
The Grey,Thursday
Man on a Ledge,Friday
Sacrifice,Friday
Veijarit,Saturday
The Pruitt-Igoe Myth,Friday
First Family,Thursday
All Night Long,Tuesday
Gorilla at Large,Saturday
The Garden of Eden,Tuesday
Time Without Pity,Friday
Descongelate!,Friday
White Irish Drinkers,Friday
Haywire,Sunday
Case départ,Tuesday
The Las Vegas Story,Wednesday
My Man and I,Friday
Secrets,Thursday
Westbound,Saturday
The Don Is Dead,Wednesday
Contact High,Thursday
The Whistleblower,Monday
The Human Centipede 2 (Full Sequence),Thursday
Dad Savage,Friday
You and Me,Friday
The Nazis - A Warning From History,Wednesday
Zen,Saturday
King of Beggars,Thursday
Einstein and Eddington,Saturday
14 Blades,Thursday
The Locals,Friday
"Buona Sera, Mrs. Campbell",Monday
40 Pounds of Trouble,Monday
My Future Boyfriend,Sunday
The Terrorizers,Wednesday
Goodbye,Wednesday
The Loneliest Planet,Wednesday
Images of the World and the Inscription of War,Tuesday
Policeman,Saturday
Disorder,Tuesday
Red Psalm,Thursday
Regeneration,Sunday
The Afternoon of a Torturer,Friday
We Won't Grow Old Together,Tuesday
"Turn Me On, Dammit!",Friday
Faust,Thursday
Post Mortem,Friday
Decasia,Thursday
Viva,Monday
Fados,Monday
Daddy Longlegs,Saturday
Praise,Friday
Stanley Kubrick's Boxes,Tuesday
Street Mobster,Saturday
Alexandria… Why?,Saturday
The Grand Maneuver,Tuesday
Can Go Through Skin,Thursday
Morgen,Friday
"What's Up, Scarlet?",Wednesday
Christmas Evil,Saturday
Three Wise Men,Friday
Call Her Savage,Sunday
Apollo 18,Wednesday
Crazy Horse,Wednesday
Seeking Justice,Friday
The Sound and the Fury,Friday
La Pointe-Courte,Friday
Hostel: Part III,Tuesday
Wyvern,Saturday
The Disappearance of Haruhi Suzumiya,Friday
The Poseidon Adventure,Sunday
A River Called Titas,Thursday
The Vanquished,Friday
The Blue Bird,Sunday
Red Tails,Thursday
In Darkness,Friday
Odd Obsession,Tuesday
The Flowers of War,Thursday
Enthusiasm,Thursday
The Scenesters,Monday
Thunder Soul,Saturday
The Nun,Thursday
Vlad,Friday
The Intouchables,Wednesday
Declaration of War,Tuesday
One for the Money,Thursday
The Incredible Petrified World,Tuesday
Queen of the Amazons,Wednesday
Becoming Chaz,Thursday
Countdown to Looking Glass,Sunday
W.E.,Thursday
The Innkeepers,Thursday
The Storage,Friday
Nancy Goes to Rio,Friday
Dog Tags,Tuesday
Big Miracle,Thursday
Collision Earth,Thursday
The Great Bank Hoax,Wednesday
The Wonderful World of Puss 'n Boots,Tuesday
Reel Injun,Thursday
A Man Called Sledge,Saturday
Cameraman: The Life and Work of Jack Cardiff,Wednesday
Six Degrees of Celebration,Sunday
Six Degrees of Celebration 2,Thursday
This Time Around,Sunday
Enid,Monday
Jenny,Friday
The Straits of Love and Hate,Thursday
State Fair,Friday
Grave Encounters,Friday
Detective Dee and the Mystery of the Phantom Flame,Saturday
Hurry Sundown,Thursday
Batch '81,Thursday
The Eleventh Year,Monday
Forever Yours,Friday
The Career of Nikos Dyzma,Friday
E=mc²,Friday
Chronicle,Wednesday
The Woman in Black,Wednesday
Dottie Gets Spanked,Friday
Woman in Love,Thursday
The Dancing Hawk,Friday
Toast,Thursday
The Art of Getting By,Friday
The Human Resources Manager,Friday
The Overcoat,Friday
Bucky Larson: Born to Be a Star,Friday
The Monk,Tuesday
Can Mr. Smith Get to Washington Anymore?,Friday
A Doll's House,Tuesday
The Canyon,Friday
Cass Timberlane,Thursday
All Watched Over by Machines of Loving Grace,Monday
Yes: 9012 live,Thursday
Kisses For My President,Friday
Third Star,Tuesday
Living Proof,Saturday
Barbie in the Nutcracker,Sunday
Dylan Moran: Monster,Monday
"Dylan Moran: Like, Totally...",Monday
Dylan Moran: What It Is,Monday
"Dylan Moran: Yeah, Yeah",Monday
Safe House,Thursday
The Vow,Sunday
Swamp Shark,Saturday
Moon of the Wolf,Tuesday
She Gods of Shark Reef,Friday
King Kong Escapes,Saturday
The Chocolate Soldier,Saturday
Frisco Jenny,Friday
My Boy Jack,Sunday
Louis C.K.: Live at the Beacon Theater,Saturday
Special Bulletin,Sunday
As Luck Would Have It,Wednesday
The Black Power Mixtape 1967-1975,Friday
The Girl from Jones Beach,Saturday
Holding Trevor,Saturday
Castle of Sand,Saturday
At Home by Myself... with You,Tuesday
Pitfall,Sunday
Casual Relations,Friday
Warsaw Bridge,Sunday
Monsieur Lazhar,Saturday
Tin Pan Alley,Friday
BookWars,Saturday
Kino Eye,Friday
Silence,Saturday
"For a Good Time, Call...",Friday
The Jodorowsky Constellation,Saturday
Casey Jones,Sunday
Janie Jones,Friday
Thirteen Women,Friday
Journey 2: The Mysterious Island,Thursday
Stella Does Tricks,Thursday
Valerie,Thursday
The Boys,Friday
Hoodoo Ann,Sunday
Perfect Sense,Monday
The Shrine,Thursday
Israeli Intelligence,Monday
Johnny Cash at Folsom Prison,Saturday
Fake,Wednesday
Forest of Bliss,Wednesday
The Artist,Tuesday
Tim and Eric's Billion Dollar Movie,Friday
The Pearl,Wednesday
Kuningasjätkä,Monday
Rollo and the Spirit of the Woods,Friday
Beautiful Kate,Saturday
Chapiteau-Show,Monday
