title,vote_count,vote_average
Don't Blink,53,4.7
Raiders from Beneath the Sea,0,0.0
The Wild Bunch: An Album in Montage,0,0.0
Big Eyes,1236,6.8
I due Pompieri,1,3.0
Into the Woods,1688,5.6
Bolidi sull'asfalto a tutta birra!,0,0.0
The Cop in Blue Jeans,7,6.8
Squadra antifurto,3,7.2
Il figlio dello sceicco,2,4.5
Squadra antitruffa,5,7.1
Little Italy,3,7.2
Squadra antigangsters,4,5.1
Agenzia Riccardo Finzi... praticamente detective,2,5.5
Assassination on the Tiber,5,6.5
Uno contro l'altro praticamente amici,5,7.2
Delitto a Porta Romana,6,6.6
Delitto al ristorante cinese,7,5.8
The Haunted House,28,5.3
Delitto sull'autostrada,7,6.9
Thieves and Robbers,17,6.1
Delitto al Blue Gay,5,4.7
Aladdin,46,5.4
"Rimini, Rimini: A Year Later",3,3.7
Scooby-Doo! and the Witch's Ghost,46,7.2
"Men, Women & Children",323,6.4
Loins of Punjab Presents,2,4.0
Animated Motion: Part 5,0,0.0
Narcissus,2,5.0
Killers,39,6.8
Galician Caress (of Clay),6,6.7
Water-mirror of Granada,8,7.1
Momo,11,7.3
Ascension,41,6.3
The Interview,2340,6.1
Flap,0,0.0
Kingsman: The Secret Service,6069,7.6
Holidaze,16,4.9
Madonna's Pig,1,2.0
Night Watch,9,6.2
Bill Burr: You People Are All The Same,22,7.9
Night at the Museum: Secret of the Tomb,1893,6.1
The Nativity,0,0.0
Teenage,9,7.3
Beyond The Mind's Eye,4,6.0
Fire in Castilla (Tactilvision from the Moor of the Fright),9,7.6
Lunch Break,1,10.0
Paradox,5,4.0
Special ID,45,5.1
Katt Williams: The Pimp Chronicles Pt. 1,10,6.4
Summer in February,37,5.6
Sorority Wars,70,6.0
Bad Karma,0,0.0
Fear Island,29,5.1
Walking on Sunshine,89,6.3
Heartbeat,2,4.8
Wheelmen,0,0.0
Big Brown Eyes,5,5.2
How Hitler Lost the War,0,0.0
King Ordinary,19,6.0
Food Stamped,1,5.0
Goodbye to All That,27,5.0
The Punisher: Dirty Laundry,144,7.3
Presidentintekijät,0,0.0
Behaving Badly,198,4.9
A Madea Christmas,35,7.0
Nicholas on Holiday,120,5.2
The Walking Stick,1,10.0
The Nutcracker Prince,12,6.3
Bullets Don't Argue,1,6.0
Days and Nights,9,4.1
Don't Go In the Woods,19,4.2
Pigs,22,4.3
Professor Beware,1,5.5
"Listen, Darling",0,0.0
21-87,10,7.9
A Viking Saga: The Darkest Day,17,3.5
Thérèse,24,5.2
With Love... from the Age of Reason,34,5.1
Yonkers Joe,5,4.0
A Thousand Times Good Night,39,7.0
Second Skin,6,4.0
The Love Machine,2,3.5
The Lost Prince,4,4.8
Total Western,6,5.9
Madea's Big Happy Family,51,6.7
Bugs Bunny's Looney Christmas Tales,5,6.5
12 Dates of Christmas,56,5.6
The Kennedys,12,6.0
Quatsch und die Nasenbärbande,1,5.0
Teenage Dirtbag,8,6.5
12 Wishes of Christmas,10,5.8
An American Hippie in Israel,2,5.5
Blast,7,3.8
Carry On Teacher,15,6.9
Carry On Constable,18,6.4
Christina's House,10,4.1
The Arrival of Joachim Stiller,2,7.5
Dangerously Close,3,4.8
Daughters Courageous,3,6.0
Deceit,0,0.0
Demon Hunter,7,5.1
Demon Hunter,4,3.0
Destination Gobi,3,5.7
Down Twisted,1,1.0
Encore,3,7.3
Escape from Crime,0,0.0
Escape in the Fog,5,3.0
Esther and the King,2,5.5
Evasive Action,1,5.0
Even Angels Eat Beans,43,6.2
Everybody Has a Plan,11,4.8
Everyday Sunshine:  The Story of Fishbone,1,8.0
Ex-Lady,7,5.6
Exit to Hell,2,4.5
Exorcismus,49,5.3
Eye of the Hurricane,0,0.0
Eyeball,11,6.0
Face of Fire,2,6.8
Face The Music,3,5.2
Falling Awake,2,8.0
Nick Offerman: American Ham,15,6.8
Lemon Tree Passage,35,4.4
Stormheart,3,3.7
Seventh Son,980,5.2
Gloss,6,3.6
A Nest of Gentry,2,5.5
The Story of Asya Klyachina,6,3.9
Out of the Ashes,3,3.8
The Prophecy: Forsaken,18,3.9
National Gallery,12,7.3
The 7th Floor,57,5.8
"Rakkaudella, Maire",0,0.0
Heatstroke,35,5.2
The Wait,11,4.6
Munger Road,11,4.4
Myn Bala: Warriors of the Steppe,5,6.6
Alyce Kills,35,5.8
Little Witches,7,4.4
The Haunting of Helena,26,4.8
Alice in Murderland,5,2.2
Elfie Hopkins,13,5.5
The Evictors,9,6.5
On the Ice,10,7.0
The Case of the Scorpion's Tail,14,7.0
Let It Snow,10,5.3
Chasing Christmas,6,5.0
Piranhaconda,16,3.8
Corner Gas: The Movie,17,5.6
Charleston,1,0.5
Common,14,6.4
Woman of Antwerp,1,6.0
Love Without Pity,2,8.0
Ethel,0,0.0
Exit Smiling,2,8.5
Fanny,25,6.3
Fearless Fagan,1,10.0
FernGully 2: The Magical Rescue,12,4.8
Fiesta,1,4.0
Fight for Your Life,17,5.7
Fighting Mad,3,5.5
Filthy Gorgeous: The Bob Guccione Story,5,5.8
Final,9,6.0
Family Way,24,6.4
Miss Minoes,21,6.5
Crazy for Christmas,3,5.0
Arizona Colt Returns,0,0.0
Giovannona Long-Thigh,9,5.7
The Violent Professionals,4,6.0
Gambling City,0,0.0
Silent Action,0,0.0
The Suspicious Death of a Minor,2,6.5
A Man Called Blade,5,7.0
The Mountain of the Cannibal God,18,5.7
Island of the Fishmen,13,6.6
"Saturday, Sunday and Friday",3,4.7
The Great Alligator,3,2.7
Don't Play with Tigers,13,5.3
The Scorpion with Two Tails,4,3.5
Se tutto va bene siamo rovinati,0,0.0
"Acapulco, prima spiaggia... a sinistra",3,7.8
Hands of Steel,17,4.9
Casablanca Express,1,4.0
The Fishmen and Their Queen,0,0.0
L'allenatore nel pallone 2,42,4.1
Solomon Northup's Odyssey,0,0.0
Class of '61,0,0.0
Sharpe's Gold,11,6.9
Sharpe's Battle,11,7.0
Sharpe's Sword,12,7.0
Sharpe's Eagle,17,6.0
Back to School with Franklin,1,10.0
The New Babylon,1,5.0
Let's Kill Ward's Wife,76,5.5
The Magnificent Trio,6,6.8
Force of Execution,34,5.1
Kaksparsh,1,8.0
A Merry Friggin' Christmas,68,4.7
Ask Me Anything,158,5.5
Three the Hard Way,7,6.6
"Silent Night, Deadly Night 5: The Toy Maker",11,5.1
Santa Claus,12,1.6
In the Eyes of the World,3,6.5
Fame High,3,6.0
Fire with Fire,7,4.4
Fireball,11,4.6
First a Girl,5,6.5
Fishtales,2,4.0
Fitzwilly,7,5.7
Hotel Noir,17,5.6
Jauja,37,7.0
The Grump,7,7.6
Summertime,5,4.6
Boy Upside Down,1,7.0
The Forest,3,6.3
The Swedish Moment,1,6.0
Raspberry Boat Refugee,4,6.0
"Girl, Positive",3,4.3
Beauty Day,7,6.6
Everything I Can See From Here,1,4.0
Hotarubi no Mori e,105,8.0
Annie,472,6.0
Castle of Blood,11,7.5
PK,262,7.7
The Devil's Widow,1,6.0
Mirage Men,3,5.0
Boats,2,3.5
Final: The Rapture,4,4.6
Finders Keepers,60,4.6
Five Weeks in a Balloon,6,6.2
Flesh and Blood,0,0.0
Flesh Wounds,6,3.0
Flirtation Walk,2,2.5
Sansa,1,5.0
Foodfight!,28,2.3
Forbidden,1,7.0
Forbidden,4,6.3
Forever Lulu,6,5.1
Forget Me Not,9,5.5
Fort Massacre,3,5.3
Fort Vengeance,0,0.0
Fort Worth,0,0.0
Shaka Zulu: The Last Great Warrior,3,5.3
Four Jills in a Jeep,1,7.0
Four Wives,0,0.0
Framed,8,6.3
Francis of Assisi,6,6.2
Frank & Jesse,3,6.7
Get Crazy,4,8.4
America: Imagine the World Without Her,35,5.4
Symphony of the Soil,1,10.0
Another Me,77,4.7
Bang Bang,2,7.5
Now You Know,5,5.7
Rocks in my Pockets,5,9.4
Daughters of Dolma,0,0.0
My Rainy Days,25,6.9
Bird People,44,5.2
It Felt Like Love,20,5.4
Eye for an Eye,1,5.0
Miss Granny,33,7.0
Intermezzo,3,5.5
Joy of Living,1,6.0
Drishyam,23,8.1
Gloriously Wasted,5,5.2
Thunderpants,15,4.6
That Man Bolt,2,5.8
Island of Terror,27,5.5
Moon Man,9,6.8
The Fountain,2,4.5
Foreign Exchange,6,3.7
FrackNation,7,6.3
Louis Cyr : The Strongest Man in the World,10,6.0
Natural Selection,8,6.0
Comet,150,6.8
Free and Easy,3,4.3
Free Ride,19,5.4
Freedom Strike,4,4.8
Friday Foster,13,5.8
From Above,2,0.5
From Time to Time,24,6.2
Front Page Woman,2,6.8
Futuresport,18,4.5
Gambling Lady,4,4.8
Gang in Blue,1,6.0
A Summer in St. Tropez,4,5.8
Garbo Talks,8,6.2
Garfield Gets Real,27,5.3
Garfield's Fun Fest,13,5.1
George Lopez: America's Mexican,1,10.0
"George Lopez: It's Not Me, It's You",2,6.3
"George Lopez: Tall, Dark & Chicano",2,4.3
Geronimo,6,4.1
Cheech & Chong Get Out of My Room,12,5.2
Get Yourself a College Girl,0,0.0
Ghost Son,6,3.5
Ghost Team One,22,4.9
The Invisible Boy,170,6.0
The 11 Commandments,93,5.3
Chappie,3124,6.6
Partysaurus Rex,81,7.4
The Legend of Mor'du,18,5.9
Toy Story That Time Forgot,249,6.8
Implanted,5,4.3
The Salt of the Earth,146,8.1
"No Retreat, No Surrender 2: Raging Thunder",10,5.2
Vincent: A Life in Color,0,0.0
Lille Fridolf Och Jag,2,6.0
The Call of the Wild,11,6.8
Hotel Sahara,1,7.0
Double Confession,4,6.3
Three Men in a Boat,2,6.5
Across the Bridge,4,5.3
The Hellions,2,3.3
The Biggest Bundle of Them All,3,9.5
A Master Builder,7,6.2
The Snow White Murder Case,15,6.1
Gimme Shelter,90,6.4
Girl Happy,7,5.8
Big Shot: Confessions of a Campus Bookie,3,5.3
Girls Gone Dead,14,3.5
Go for It!,5,4.6
Going Hollywood,2,4.0
Gold Diggers in Paris,1,5.0
Harvest,2,5.0
Zenobia,2,2.5
Zebra in the Kitchen,1,5.0
Jim Breuer: And Laughter for All,0,0.0
How to Eat Your Watermelon in White Company (and Enjoy It),0,0.0
In Vogue: The Editor's Eye,6,7.3
Savannah,7,5.9
3 Simoa,0,0.0
The Fool,36,8.1
The Disappeared,1,5.0
The Dark Matter of Love,9,6.5
Out Of The Clear Blue Sky,5,7.5
The Call of the Wild,0,0.0
Taken 3,2225,6.1
Blackhat,842,5.1
Tiger Eyes,14,5.5
Santa Fe,6,5.8
Memed My Hawk,1,5.0
Let Freedom Ring,1,6.0
Home of the Brave,0,0.0
City Cops,5,7.5
Miami Exposé,2,5.0
Beck 27 - Rum 302,7,6.4
Odd Girl Out,24,5.0
By the Law,4,7.5
Queen Sized,7,3.6
Tru Confessions,10,5.7
All The Fine Young Cannibals,2,4.5
Headfirst,1,6.0
"Eila, Rampe ja Likka",2,5.3
Lady Liberty,0,0.0
Night Train,14,6.3
Jump,2,7.0
Korso,5,5.4
Nocturna,18,5.5
Son of a Gun,284,6.1
The Land,0,0.0
Grass: A Nation's Battle for Life,4,8.0
War-Gods of the Deep,16,4.8
That Naughty Girl,1,5.0
The Vixen,4,6.1
The Big Shave,47,6.9
What's a Nice Girl Like You Doing in a Place Like This?,9,6.1
Terminator Genisys,3677,5.8
Bad Day on the Block,8,5.4
Those Awful Hats,7,6.1
Robin Williams: Weapons of Self Destruction,16,7.5
John Mulaney: New In Town,27,8.0
Come Dance with Me!,3,6.3
Patton Oswalt: Finest Hour,3,8.0
Patton Oswalt: My Weakness Is Strong,9,7.7
Patton Oswalt: Werewolves and Lollipops,4,6.9
Kevin Nealon: Now Hear Me Out!,2,5.5
"Kevin Nealon: Whelmed, But Not Overly",4,5.5
The War at Home,1,8.0
One Bright Shining Moment,1,0.0
The Woman in Black 2: Angel of Death,389,5.0
Sherlock Holmes: The Hound of the Baskervilles,23,6.6
Scattered Clouds,5,7.6
Dealin' with Idiots,12,5.0
Super Capers,2,2.5
Fight for Your Right Revisited,16,6.7
Busting,6,7.7
Comes a Bright Day,18,5.4
Frankenstein,14,6.0
"North and South, Book II",10,6.7
Penthouse North,51,5.5
Johan Falk: GSI - Gruppen för särskilda insatser,12,7.2
Johan Falk: Vapenbröder,9,6.6
Cheeky Girls,8,5.5
Fresh Guacamole,46,7.6
Adam and Dog,20,6.8
Bloodsuckers,11,4.4
Poolside,2,9.0
Stuntwoman,14,5.8
Doodlebug,105,6.6
Jean-Luc Cinema Godard,0,0.0
Tropico,30,8.4
Workers Leaving the Lumière Factory,52,6.2
A Night at the Movies: The Horrors of Stephen King,3,7.7
A Night at the Movies: The Suspenseful World of Thrillers,1,9.0
"Bianco, rosso e Verdone",93,7.1
Borotalco,48,6.5
Soap and Water,50,6.7
I due carabinieri,20,5.9
Great!,23,6.2
My Sister and I,2,8.0
Compagni di scuola,39,6.8
The Child and the Policeman,7,5.4
Maledetto il giorno che t'ho incontrato,28,6.4
Perdiamoci di vista!,11,6.3
Viaggi di nozze,93,6.9
Iris Blond,22,5.3
Gallo cedrone,24,5.0
A Chinese in a Coma,34,5.7
Love Is Eternal While It Lasts,40,6.0
Ma che colpa abbiamo noi,9,6.1
My best enemy,69,5.8
"Grande, grosso e Verdone",78,5.6
"Me, Them And Lara",42,5.4
Posti in piedi in paradiso,44,5.7
Man on High Heels,22,6.7
Miss Zombie,18,6.4
Sotto una buona stella,74,5.9
Shinbone Alley,0,0.0
Lullaby,20,5.3
Over Your Dead Body,12,7.1
A Walk in the Old City of Warsaw,1,7.0
Korengal,27,7.1
The Hire: Powder Keg,18,6.8
The Hire: Chosen,16,6.8
The Hire: Ambush,17,6.7
The Hire: Ticker,17,6.1
The Hire: Beat the Devil,15,6.5
The Hire: Hostage,17,6.5
"Pancho, el perro millonario",10,4.1
The Reef 2: High Tide,6,2.3
Filly Brown,10,5.9
The Winter of Discontent,1,5.0
The Nautical Chart,1,7.5
Space Buddies,26,4.0
All Relative,17,5.3
Imagine I'm Beautiful,3,6.5
The Body of My Enemy,10,6.2
Pasha,11,6.7
The Gentleman from Epsom,6,5.8
The Great Spy Chase,18,6.5
Taxi for Tobruk,16,6.3
Forbidden Kingdom,71,4.9
"Excuse Me Darling, But Lucas Loved Me",2,5.0
Stay,9,4.6
No Distance Left to Run,7,6.9
Santos,1,5.0
A Patriotic Man,2,6.5
Houdini,77,7.1
A Night for Dying Tigers,1,4.0
June Night,1,6.0
Fear,8,6.4
Hedda Gabler,3,7.0
A Matter of Time,1,8.0
Angele,2,5.5
Harvest,1,5.0
The Well-Digger's Daughter,2,7.0
Topaze,1,7.0
Manon of the Spring,4,6.9
The House on 56th Street,1,8.0
Daughter of Shanghai,2,6.0
Lady Gangster,2,6.5
God Is My Co-Pilot,3,4.0
Danger Signal,4,2.4
The Crooked Way,5,5.3
The Color of Rain,8,5.8
To Grandmother's House We Go,8,5.6
101 Dalmatians II: Patch's London Adventure,231,5.7
Such a Pretty Little Beach,5,5.4
Justin Bieber: Never Say Never,156,4.8
Van Wilder: Freshman Year,122,5.2
V,32,6.9
Shriek If You Know What I Did Last Friday the Thirteenth,70,4.8
Tarzan,223,5.5
Highlander V: The Source,53,3.5
"North and South, Book I",37,6.9
Seed,28,3.6
StreetDance 2,110,5.3
The Car,50,6.2
The Hungover Games,148,4.3
Ishq,9,5.3
Nurse 3-D,120,4.9
Wrong Turn 5: Bloodlines,225,4.7
How The West Was Fun,13,4.6
A Cry in the Wild,6,6.7
Flu,83,7.0
McCullin,15,7.5
The Fox & the Child,82,6.4
Lili's Apron,0,0.0
The White Haired Witch of Lunar Kingdom,22,4.8
Kevin Hart: Let Me Explain,98,7.0
"Tad, the Lost Explorer",136,5.6
V: The Final Battle,33,7.3
Tactical Force,37,5.1
Shark Attack 3: Megalodon,21,4.2
Prowl,39,4.4
The Duke of Burgundy,99,6.1
Red Army,57,7.3
Must Have Been Love,2,7.5
Shortcut to Happiness,34,5.1
Java Heat,29,5.1
The Sasquatch Gang,8,4.1
Peeples,26,5.6
Save the Last Dance 2,85,5.2
The Skeptic,31,5.2
Room 6,15,4.3
When in Rome,72,5.6
F,32,5.8
The Single Moms Club,45,5.7
Nothing Left to Fear,59,4.6
Lake Dead,21,4.2
Hansel & Gretel,55,6.8
Nine Lives,9,2.7
The Power of Few,30,5.0
Unearthed,22,3.8
Private Valentine: Blonde & Dangerous,34,5.7
Gun,32,5.5
Rest Stop: Don't Look Back,20,5.0
Sabata,23,5.2
The Reunion,32,5.4
I Am Ali,31,6.8
Supermensch: The Legend of Shep Gordon,31,7.4
Lady Cocoa,1,5.0
It Follows,1894,6.6
Take a Girl Like You,6,5.7
The Anomaly,145,4.8
Sinbad: The Fifth Voyage,10,4.2
The Sarnos: A Life in Dirty Movies,3,7.3
Sweeney Todd: The Demon Barber of Fleet Street,4,5.1
Touchback,26,5.5
Unit 7,43,5.8
Wishmaster 3: Beyond the Gates of Hell,38,3.8
The Magical Legend of the Leprechauns,20,6.7
Thunderstruck,37,5.5
The Town that Dreaded Sundown,167,5.7
White Elephant,27,6.2
Maattrraan,7,6.4
The Tattooist,20,5.1
Leprechaun: Back 2 tha Hood,26,4.9
Summer's Blood,20,5.2
The Stranger,15,4.8
No Man's Land: The Rise of Reeker,27,4.4
The Shortcut,39,4.6
Sometimes They Come Back... Again,28,4.0
The Dentist 2: Brace Yourself,20,4.3
Highway to Hell,19,6.1
U.F.O.,47,3.1
Little Lord Fauntleroy,43,7.0
Tower of Evil,12,5.8
The Six Wives of Henry Lefay,25,5.5
Swinging with the Finkels,30,4.3
The Power and the Glory,0,0.0
The Girl from Nagasaki,2,5.5
Man Exposed,6,6.0
All Fall Down,6,5.8
Nur über meine Leiche,3,5.3
Run If You Can,3,6.7
Someone's Gaze,29,6.7
Time Freak,6,6.3
Above Us Only Sky,8,6.3
Goodbye to Language,56,6.6
The Perfect World of Kai,26,7.3
Planet of Dinosaurs,8,4.4
The Berlin File,56,6.5
The Attorney,36,7.0
The Hatchet Man,3,4.2
Die zwölf Geschworenen,1,9.0
The Final Girl,7,6.2
Dot and the Whale,0,0.0
The Blood of Fu Manchu,3,4.2
All Things Fall Apart,28,5.4
Altitude,85,4.9
Carry On Cabby,21,7.1
Carry On Behind,19,5.6
Carry On Cruising,19,5.7
Che!,2,3.8
China Girl,8,6.6
Cops and Robbers,5,5.3
Never a Dull Moment,2,6.3
Cyrus: Mind of a Serial Killer,17,4.4
Memories of My Melancholy Whores,10,6.6
Get a Horse!,76,7.6
Happy New Year,70,5.9
Bill Burr: Let It Go,21,8.0
Bill Burr: Why Do I Do This?,14,7.9
Pride of the Bowery,2,6.5
His Way,2,6.0
Into the Sun,6,4.2
Jack the Giant Killer,27,3.2
Lost Boundaries,2,4.8
Elvis and Me,2,3.5
Child of Rage,8,4.8
Christmas Every Day,7,5.8
Picture This,109,5.4
Going Straight,2,6.5
Scorned,7,4.9
Mardi Gras: Spring Break,34,4.5
The Face of Marble,2,5.5
The Horsemen,5,6.0
The Man Who Shook the Hand of Vicente Fernandez,3,6.2
The Squeeze,6,5.8
The Squeeze,2,5.5
Journey to the End of the Night,9,6.8
The Bride,21,5.4
Wishmaster 4: The Prophecy Fulfilled,34,4.1
Will,19,6.8
Lizzie Borden Took An Ax,55,5.6
Tim,17,6.3
Switching Goals,47,5.0
Wrong Side of Town,14,5.7
Snowboard Academy,3,3.7
The End,43,4.6
The White Buffalo,25,5.3
Shark Attack,9,3.7
Killer Movie,17,6.1
Sex and the Single Girl,17,5.9
The Wizard of Gore,14,5.7
Python,24,3.7
No Thanks,2,5.8
Grave Halloween,28,4.4
At the Devil's Door,100,4.7
Reaching for the Moon,37,6.3
Beneath the Harvest Sky,7,6.4
Hotel Very Welcome,4,6.0
Off Beat,16,6.5
"Love, Money, Love",2,2.5
Garbage Prince,0,0.0
Ator the Iron Warrior,4,3.0
The New Godfathers,0,0.0
Battle of the Stars,0,0.0
War of the Planets,3,3.0
The Weight of Elephants,3,7.3
White Fang and the Hunter,2,5.0
Lisztomania,6,5.2
Super Stooges vs the Wonder Women,0,0.0
Battle of the Amazons,3,5.0
Il tuo dolce corpo da uccidere,2,7.5
The Magnificent Gladiator,0,0.0
Rattlers,5,5.4
Blablablá,0,0.0
The Uninvited Guest,29,6.6
Paradise,10,5.3
The (Dead Mothers) Club,1,6.0
Confessor Caressor,0,0.0
The Studio Murder Mystery,0,0.0
Midnight Mary,4,5.8
Knockout,17,4.7
Goofy Movies Number One,2,5.5
Bosko's Parlor Pranks,0,0.0
Tapia,1,8.0
Trapped in the Closet: Chapters 23-33,4,6.5
Three Brave Men,1,6.5
The Great Gatsby,0,0.0
Thieves Fall Out,0,0.0
Merlusse,2,7.3
Open Heart,1,5.0
The Gift of Love,0,0.0
The Loyal 47 Ronin,1,7.0
This Side of the Law,3,3.2
The Spiritual Boxer,4,7.4
Women in the Wind,0,0.0
The Lone Ranger,0,0.0
Katt Williams: Priceless: Afterlife,2,10.0
Take a Giant Step,2,6.5
Pets,5,6.1
That Girl From Paris,0,0.0
Swedenhielms,0,0.0
Sebastian Maniscalco: What's Wrong with People?,2,7.0
Samurai Vendetta,2,6.5
The Challenge,0,0.0
Newcastle,10,4.7
Mr. Denning Drives North,3,7.3
The Cheat,0,0.0
Beautiful Stranger,3,3.0
Without Lying Down: Frances Marion and the Power of Women in Hollywood,1,7.0
"See You Tomorrow, Everyone",4,5.4
Rebirth,2,8.3
Skateland,13,5.8
Stuart Little 3: Call of the Wild,65,4.6
Urban Explorer,28,5.3
The Substitute 2: School's Out,19,5.1
Shadow People,44,5.0
Seventh Moon,28,4.0
Snow Queen,19,5.9
Sacrifice,18,5.0
The Old Maid,7,7.8
Maniac Cop 3: Badge of Silence,21,5.0
Step By Step,2,6.0
The Get-Away,3,3.2
Hate Thy Neighbor,3,1.7
Pimp Bullies,2,2.5
Pink Saris,1,5.0
Espacio interior,2,6.0
The Dancer,2,5.3
Witch's Night Out,2,7.5
Kings Point,1,5.0
The Seventh Sin,1,6.0
The Green Hornet,6,6.3
Mantle,0,0.0
Onibi: The Fire Within,3,5.2
Pickup Alley,1,6.0
Long Day's Journey Into Night,2,8.0
The Golden Hawk,0,0.0
Summer of the Seventeenth Doll,2,6.0
Too Tough to Die: A Tribute to Johnny Ramone,2,7.3
The Formula,6,3.2
Without Pity,1,5.0
Where Do We Go from Here?,2,3.0
The Man in Possession,0,0.0
Submarine,0,0.0
Two Loves,2,4.5
Method to the Madness of Jerry Lewis,1,7.0
The Innocents,4,4.6
The Four Feathers,0,0.0
Lady Scarface,1,6.0
Mine Own Executioner,3,7.2
The Green Years,7,6.3
The Arnelo Affair,4,5.3
Looking Forward,0,0.0
Passion Flower,2,3.0
The Beat Generation,2,5.3
San Quentin,1,5.0
Pretty Baby,0,0.0
Made in Romania,2,4.8
Johnny Allegro,2,6.0
Walk a Crooked Mile,2,5.5
Haunting of the Innocent,5,2.3
The Boys,1,7.0
Tender Scoundrel,3,4.7
Once Before I Die,1,0.0
Jungle Man-Eaters,1,3.0
The Kill Hole,4,4.9
Princess and the Pony,5,4.7
Wicked as They Come,2,7.0
Night Court,1,8.0
The Littlest Angel,2,8.5
Valley of Head Hunters,0,0.0
Loose Ankles,1,0.0
Voodoo Tiger,0,0.0
Sergio,0,0.0
One Is a Lonely Number,2,6.0
Somewhere Tonight,2,6.0
Roman Polanski: Odd Man Out,1,5.0
The Hound of the Baskervilles,12,5.4
Psych:9,18,4.3
Her Best Move,8,3.9
Tarzan and the Amazons,9,5.0
The Bone Snatcher,12,4.5
Snow Buddies,42,4.9
Trust Me,27,5.5
The Haunting Hour: Don't Think About It,22,5.6
The Time of Their Lives,14,6.5
The Message,27,7.2
The Gene Generation,33,4.7
The Old Maid,6,4.6
Spring Is Here,0,0.0
School For All,5,5.5
The Elephant Man,1,6.0
No Questions Asked,2,6.3
Sex and Consequences,3,5.3
Riff-Raff,5,5.3
On the Inside,16,5.0
Solomon and Sheba,8,5.4
The Heavy,20,4.9
Water,9,5.3
Ground Control,18,5.6
Guy X,5,6.1
Perkins' 14,17,4.8
Tell Them Willie Boy Is Here,21,5.3
The Hunters,14,3.9
The Sea Chase,12,5.6
Incubus,10,3.5
Kevin Hart: Seriously Funny,45,7.6
Shark Attack 2,18,4.1
The Reptile,21,6.0
Last of the Renegades,28,6.7
One Husband Too Many,4,5.5
Scooby-Doo! Camp Scare,23,7.3
Half of a Yellow Sun,10,5.1
"Hey There, It's Yogi Bear",7,6.6
Top Sensation,1,4.0
The Sweet Body of Deborah,3,4.7
So Sweet... So Perverse,4,5.8
Men to Kiss,3,3.8
Lille Fridolf Blir Morfar,2,5.8
Beck 28 - Familjen,9,6.3
The Stranger's Return,0,0.0
Weary River,1,5.0
Koran by Heart,1,6.0
The Affairs of Martha,0,0.0
Night and Day,1,5.0
Three Night Stand,19,4.7
The Hangman,7,4.4
Beyond the Walls,1,5.0
Paradise for Three,1,7.0
The Feathered Serpent,4,7.8
You're Only Young Once,2,6.8
In His Father's Shoes,0,0.0
Jim Norton: Please Be Offended,4,7.0
We Were Dancing,0,0.0
The Secret of Dr. Kildare,3,6.0
The Sky Dragon,2,8.5
The Man Without a Map,5,7.8
The Bride Goes Wild,1,6.0
PT 109,3,6.0
Noah's Ark,12,3.9
The Lookout,34,5.5
When A Stranger Calls Back,16,5.2
Mr. Magoo's Christmas Carol,16,6.2
Ritual,35,5.5
Master of the World,19,6.0
Tooth Fairy 2,38,4.6
In Name Only,14,6.4
Love's Kitchen,20,4.8
"Stay Away, Joe",4,5.8
They Call Me Renegade,39,5.9
The Diary of Anne Frank,44,7.3
Wishcraft,8,5.5
Knights,5,5.0
The Chatterley Affair,3,2.8
Fanny Hill,8,6.2
The Suspicions of Mr. Whicher: The Murder at Road Hill House,14,5.8
The Last Wagon,15,5.8
The Philly Kid,18,4.8
Ping Pong Summer,16,6.1
Sabretooth,4,4.5
Pride and Prejudice,14,6.8
Sometimes They Come Back... for More,15,3.6
Kid Galahad,11,5.2
The Captains,40,6.5
Homeboy,6,3.8
